,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
20358,52,housemaid,married,basic.6y,no,yes,no,cellular,aug,tue,106,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20359,52,housemaid,married,basic.6y,no,yes,no,cellular,aug,tue,112,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20360,31,technician,single,high.school,no,yes,no,cellular,aug,tue,75,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20361,31,housemaid,single,university.degree,no,yes,no,cellular,aug,tue,348,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20362,31,blue-collar,married,basic.6y,no,no,no,cellular,aug,tue,132,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20363,31,technician,single,high.school,no,no,no,cellular,aug,tue,191,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20364,31,technician,single,high.school,no,yes,yes,cellular,aug,tue,428,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20365,34,admin.,married,university.degree,,yes,no,cellular,aug,tue,82,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20366,47,blue-collar,married,basic.9y,no,no,no,cellular,aug,tue,172,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20367,32,admin.,married,university.degree,no,no,no,cellular,aug,tue,127,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20368,31,technician,single,high.school,no,yes,yes,cellular,aug,tue,768,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20369,39,management,married,university.degree,no,,,cellular,aug,tue,185,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20370,31,admin.,married,university.degree,no,no,no,cellular,aug,tue,336,6,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20371,52,housemaid,married,basic.6y,no,yes,no,cellular,aug,tue,1134,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20372,38,technician,married,university.degree,no,yes,yes,cellular,aug,tue,76,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20373,36,services,married,professional.course,no,yes,yes,cellular,aug,tue,81,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20374,33,admin.,married,university.degree,no,no,no,cellular,aug,tue,120,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20375,33,technician,married,professional.course,no,yes,no,cellular,aug,tue,64,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20376,37,technician,single,university.degree,no,yes,no,cellular,aug,tue,178,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20377,42,technician,divorced,professional.course,no,yes,yes,cellular,aug,tue,158,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20378,31,unemployed,single,university.degree,no,yes,no,cellular,aug,tue,51,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20379,56,retired,married,high.school,no,,,cellular,aug,tue,235,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20380,47,technician,married,professional.course,no,yes,no,cellular,aug,tue,256,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20381,53,entrepreneur,married,basic.9y,,yes,no,cellular,aug,tue,1282,5,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20382,47,technician,married,professional.course,no,no,no,cellular,aug,tue,364,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20383,29,technician,single,professional.course,no,no,no,cellular,aug,tue,168,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20384,38,technician,married,high.school,no,no,no,cellular,aug,tue,138,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20385,33,technician,married,high.school,no,yes,no,cellular,aug,tue,68,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20386,51,technician,married,professional.course,no,yes,no,cellular,aug,tue,96,4,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20387,38,technician,married,high.school,no,,,cellular,aug,tue,234,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20388,38,technician,married,high.school,no,yes,no,cellular,aug,tue,237,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20389,33,technician,single,university.degree,no,yes,no,cellular,aug,tue,181,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20390,46,services,married,university.degree,no,no,no,cellular,aug,tue,106,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20391,34,technician,single,professional.course,no,yes,no,cellular,aug,tue,110,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20392,46,services,married,university.degree,no,no,no,cellular,aug,tue,122,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20393,30,admin.,single,university.degree,no,no,no,cellular,aug,tue,52,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20394,30,admin.,single,university.degree,no,no,no,cellular,aug,tue,126,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20395,32,technician,married,university.degree,no,yes,no,cellular,aug,tue,815,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20396,52,management,married,university.degree,,no,no,cellular,aug,tue,95,5,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20397,52,admin.,married,university.degree,no,no,no,cellular,aug,tue,73,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20398,39,technician,married,high.school,no,no,no,cellular,aug,tue,116,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20399,30,admin.,single,university.degree,no,no,no,cellular,aug,tue,365,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20400,29,technician,single,high.school,no,no,no,cellular,aug,tue,63,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20401,52,admin.,married,university.degree,no,yes,no,cellular,aug,tue,250,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20402,31,housemaid,single,professional.course,,yes,yes,cellular,aug,tue,213,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20403,35,services,married,high.school,no,yes,no,cellular,aug,tue,126,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20404,35,services,married,high.school,no,no,no,cellular,aug,tue,63,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20405,35,services,married,high.school,no,yes,no,cellular,aug,tue,68,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20406,33,technician,married,professional.course,no,no,no,cellular,aug,tue,74,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20407,31,unemployed,single,university.degree,no,yes,no,cellular,aug,tue,77,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20408,30,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,29,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20409,33,technician,married,professional.course,no,yes,no,cellular,aug,tue,147,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20410,52,admin.,married,university.degree,no,yes,no,cellular,aug,tue,867,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20411,40,admin.,married,university.degree,no,yes,no,cellular,aug,tue,124,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20412,40,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,117,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20413,37,technician,single,professional.course,,yes,no,cellular,aug,tue,971,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20414,40,admin.,married,university.degree,no,no,no,cellular,aug,tue,139,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20415,50,blue-collar,married,basic.4y,,yes,no,cellular,aug,tue,105,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20416,45,technician,married,professional.course,no,yes,no,cellular,aug,tue,196,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20417,45,technician,married,professional.course,no,no,no,cellular,aug,tue,105,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20418,42,admin.,married,university.degree,no,yes,no,cellular,aug,tue,193,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20419,34,management,married,university.degree,no,yes,no,cellular,aug,tue,227,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20420,49,blue-collar,married,basic.6y,no,yes,no,cellular,aug,tue,232,4,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20421,37,technician,married,professional.course,no,yes,yes,cellular,aug,tue,95,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20422,48,admin.,married,university.degree,no,no,no,cellular,aug,tue,80,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20423,39,admin.,married,high.school,no,yes,no,cellular,aug,tue,101,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20424,59,technician,married,professional.course,no,no,yes,cellular,aug,tue,138,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20425,51,entrepreneur,married,basic.4y,,no,no,cellular,aug,tue,148,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20426,33,technician,single,professional.course,no,yes,no,cellular,aug,tue,396,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20427,51,management,married,high.school,no,no,no,cellular,aug,tue,121,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20428,31,unemployed,single,university.degree,no,yes,no,cellular,aug,tue,174,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20429,29,technician,single,professional.course,no,no,no,cellular,aug,tue,603,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20430,37,technician,married,high.school,,yes,no,cellular,aug,tue,69,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20431,31,technician,married,high.school,no,no,no,cellular,aug,tue,87,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20432,31,admin.,single,university.degree,no,yes,no,cellular,aug,tue,106,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20433,38,technician,single,high.school,,no,yes,cellular,aug,tue,100,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20434,31,admin.,single,university.degree,no,no,no,cellular,aug,tue,138,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20435,50,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,155,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20436,50,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,123,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20437,31,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,338,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20438,31,admin.,single,university.degree,no,no,no,cellular,aug,tue,507,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20439,45,self-employed,married,basic.4y,,,,cellular,aug,tue,104,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20440,31,unemployed,single,university.degree,no,no,no,cellular,aug,tue,85,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20441,46,services,married,,no,no,no,cellular,aug,tue,177,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20442,51,admin.,divorced,professional.course,no,no,yes,cellular,aug,tue,207,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20443,35,technician,married,high.school,no,no,no,cellular,aug,tue,150,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20444,32,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,105,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20445,34,services,married,professional.course,no,yes,no,cellular,aug,tue,126,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20446,31,admin.,single,university.degree,no,yes,no,cellular,aug,tue,130,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20447,35,technician,married,high.school,no,yes,no,cellular,aug,tue,603,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20448,32,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,66,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20449,32,admin.,single,university.degree,,no,no,cellular,aug,tue,240,5,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20450,32,technician,married,high.school,no,yes,no,cellular,aug,tue,109,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20451,35,technician,single,university.degree,no,yes,no,cellular,aug,tue,439,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20452,36,technician,single,professional.course,no,,,cellular,aug,tue,217,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20453,51,blue-collar,married,basic.9y,,yes,no,cellular,aug,tue,107,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20454,32,technician,married,professional.course,no,no,no,cellular,aug,tue,252,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20455,36,technician,single,university.degree,,no,no,cellular,aug,tue,73,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20456,36,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,61,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20457,60,services,married,high.school,,no,no,cellular,aug,tue,73,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20458,39,technician,divorced,professional.course,no,yes,yes,cellular,aug,tue,80,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20459,38,technician,married,high.school,no,no,no,cellular,aug,tue,197,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20460,32,technician,single,university.degree,no,yes,no,cellular,aug,tue,171,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20461,34,technician,single,university.degree,no,yes,no,cellular,aug,tue,436,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20462,38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,119,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20463,33,technician,married,professional.course,no,no,no,cellular,aug,tue,129,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20464,41,technician,married,professional.course,no,no,no,cellular,aug,tue,152,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20465,41,technician,married,professional.course,no,no,no,cellular,aug,tue,131,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20466,54,admin.,married,high.school,no,no,yes,cellular,aug,tue,150,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20467,45,admin.,married,high.school,,yes,no,cellular,aug,tue,128,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20468,47,blue-collar,married,basic.6y,no,no,no,cellular,aug,tue,56,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20469,47,blue-collar,married,basic.6y,no,yes,no,cellular,aug,tue,64,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20470,48,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,108,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20471,48,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,84,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20472,44,services,married,high.school,,yes,no,cellular,aug,tue,157,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20473,30,admin.,single,university.degree,no,no,no,cellular,aug,tue,312,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20474,36,management,married,university.degree,no,no,no,cellular,aug,tue,231,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20475,41,admin.,single,university.degree,,no,no,cellular,aug,tue,121,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20476,40,technician,married,high.school,no,no,no,cellular,aug,tue,370,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20477,31,self-employed,married,university.degree,no,no,no,cellular,aug,tue,201,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20478,51,housemaid,married,basic.4y,,yes,no,cellular,aug,tue,234,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20479,37,admin.,married,university.degree,,yes,no,cellular,aug,tue,191,5,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20480,30,technician,single,university.degree,no,yes,yes,cellular,aug,tue,433,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20481,48,admin.,married,basic.9y,no,yes,no,cellular,aug,tue,1181,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20482,48,admin.,married,basic.9y,no,yes,no,cellular,aug,tue,92,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20483,53,management,married,university.degree,no,yes,no,cellular,aug,tue,1133,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20484,37,technician,married,high.school,,yes,no,cellular,aug,tue,76,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20485,42,self-employed,married,university.degree,,yes,no,cellular,aug,tue,91,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20486,35,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,536,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20487,33,technician,married,high.school,no,no,no,cellular,aug,tue,398,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20488,38,technician,single,high.school,,no,no,cellular,aug,tue,104,6,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20489,49,management,married,university.degree,no,no,yes,cellular,aug,tue,297,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20490,31,technician,single,high.school,no,yes,no,cellular,aug,tue,193,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20491,36,technician,single,professional.course,no,yes,yes,cellular,aug,tue,127,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20492,33,admin.,married,university.degree,no,no,yes,cellular,aug,tue,72,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20493,50,blue-collar,married,basic.6y,,no,no,cellular,aug,tue,137,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20494,48,admin.,married,university.degree,no,yes,no,telephone,aug,tue,58,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20495,43,technician,married,professional.course,,no,no,cellular,aug,tue,926,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20496,35,unemployed,married,university.degree,no,no,no,cellular,aug,tue,117,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20497,46,admin.,divorced,university.degree,no,yes,yes,cellular,aug,tue,121,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20498,32,technician,married,university.degree,no,no,yes,cellular,aug,tue,226,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20499,37,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,355,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20500,33,technician,married,professional.course,no,no,yes,cellular,aug,tue,587,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20501,43,admin.,divorced,university.degree,,no,no,cellular,aug,tue,111,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20502,39,self-employed,married,basic.9y,no,no,no,cellular,aug,tue,139,4,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20503,32,technician,married,university.degree,no,yes,no,cellular,aug,tue,83,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20504,45,self-employed,married,basic.4y,,no,no,cellular,aug,tue,97,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20505,45,admin.,married,university.degree,no,no,no,cellular,aug,tue,632,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20506,35,management,married,university.degree,no,no,no,cellular,aug,tue,186,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20507,35,self-employed,married,university.degree,no,no,no,cellular,aug,tue,112,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20508,32,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,225,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20509,35,management,married,university.degree,no,no,no,cellular,aug,tue,253,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20510,35,technician,married,high.school,,no,no,cellular,aug,tue,112,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20511,35,management,married,university.degree,no,yes,no,cellular,aug,tue,284,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20512,35,technician,married,high.school,,no,yes,cellular,aug,tue,306,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20513,35,management,married,university.degree,no,,,cellular,aug,tue,696,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20514,33,admin.,married,university.degree,no,no,no,cellular,aug,tue,66,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20515,32,technician,single,university.degree,no,yes,no,cellular,aug,tue,114,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20516,42,admin.,single,university.degree,no,no,no,cellular,aug,tue,105,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20517,42,technician,single,university.degree,no,yes,no,cellular,aug,tue,578,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20518,29,management,married,university.degree,no,yes,yes,cellular,aug,tue,116,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20519,59,retired,married,basic.9y,,yes,no,cellular,aug,tue,464,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20520,32,admin.,married,university.degree,,yes,no,cellular,aug,tue,134,4,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20521,53,admin.,married,basic.9y,no,yes,no,cellular,aug,tue,158,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20522,32,technician,single,university.degree,no,yes,no,cellular,aug,tue,645,4,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20523,46,services,married,university.degree,no,no,no,cellular,aug,tue,246,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20524,32,technician,single,professional.course,no,yes,no,cellular,aug,tue,473,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20525,50,admin.,married,university.degree,no,yes,no,cellular,aug,tue,304,8,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20526,31,technician,single,high.school,no,yes,yes,cellular,aug,tue,559,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20527,32,technician,single,university.degree,no,no,no,cellular,aug,tue,264,12,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20528,44,management,married,basic.9y,no,yes,no,cellular,aug,tue,100,5,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20529,32,technician,single,university.degree,no,no,yes,cellular,aug,tue,1092,4,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20530,41,technician,married,professional.course,no,no,no,cellular,aug,tue,174,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20531,41,technician,married,professional.course,no,yes,no,cellular,aug,tue,127,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20532,49,retired,divorced,professional.course,no,yes,yes,telephone,aug,tue,128,8,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20533,36,admin.,single,university.degree,no,yes,no,cellular,aug,tue,1344,7,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20534,41,technician,married,professional.course,no,yes,no,cellular,aug,tue,127,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20535,35,technician,single,university.degree,no,no,no,cellular,aug,tue,218,4,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20536,53,blue-collar,married,basic.4y,,yes,no,cellular,aug,tue,178,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20537,31,services,single,university.degree,,yes,no,cellular,aug,tue,1307,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20538,56,admin.,married,university.degree,no,yes,no,cellular,aug,tue,153,4,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20539,41,technician,married,professional.course,no,yes,no,cellular,aug,tue,1344,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20540,58,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,168,5,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20541,48,blue-collar,married,basic.9y,,no,no,cellular,aug,tue,213,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20542,46,blue-collar,married,basic.4y,,yes,no,cellular,aug,tue,978,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20543,54,blue-collar,married,basic.4y,,yes,no,cellular,aug,tue,781,5,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20544,32,admin.,married,university.degree,no,no,no,cellular,aug,tue,588,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20545,38,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,75,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20546,31,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,145,8,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20547,46,blue-collar,married,basic.4y,,yes,no,cellular,aug,tue,42,4,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20548,54,services,married,basic.4y,no,yes,no,cellular,aug,tue,50,4,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20549,32,technician,single,university.degree,no,no,no,cellular,aug,tue,432,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20550,40,management,married,university.degree,no,no,yes,cellular,aug,tue,454,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20551,32,admin.,single,university.degree,no,no,no,cellular,aug,tue,1613,1,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
20552,31,admin.,married,university.degree,no,no,no,cellular,aug,tue,141,5,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20553,54,blue-collar,married,basic.9y,,yes,no,cellular,aug,tue,439,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20554,34,technician,single,university.degree,no,no,no,cellular,aug,tue,136,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20555,53,management,married,university.degree,no,no,no,cellular,aug,tue,864,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20556,49,blue-collar,married,basic.9y,,no,no,cellular,aug,tue,474,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20557,30,technician,single,professional.course,no,no,no,cellular,aug,tue,216,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20558,36,admin.,single,university.degree,no,no,yes,cellular,aug,tue,459,4,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20559,31,technician,single,university.degree,no,yes,no,cellular,aug,tue,128,5,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20560,33,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,418,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20561,33,admin.,single,university.degree,no,yes,no,cellular,aug,tue,226,4,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20562,46,admin.,married,high.school,no,yes,no,cellular,aug,tue,252,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20563,48,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,134,7,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20564,52,housemaid,divorced,high.school,no,yes,no,cellular,aug,tue,140,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20565,39,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,180,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20566,52,services,married,basic.4y,no,yes,no,cellular,aug,tue,483,4,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20567,31,technician,single,university.degree,no,no,no,cellular,aug,tue,409,7,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20568,32,technician,single,high.school,no,yes,no,cellular,aug,tue,222,2,999,0,,1.4,93.444,-36.1,4.966,5228.1,no
20569,33,technician,married,university.degree,no,yes,no,cellular,aug,tue,664,3,999,0,,1.4,93.444,-36.1,4.966,5228.1,yes
